"type_id";"breed";"sex_id";"size_id";"animal_id";"days_in_shelter";"intake_id";"intake_subtype";"outcome_type";"outcome_subtype";"intake_condition";"outcome_condition";"location";"age"
1;"SIBERIAN HUSKY";1;1;"A287329";0;1;"FIELD";"RETURN TO OWNER";"FLD_MCHIP";"HEALTHY";"HEALTHY";"97487(44.0477772, -123.3560989)";13
1;"LABRADOR RETR";1;1;"A386150";28;1;"OVER THE COUNTER";"ADOPTION";"SCAS WEB";"TREATABLE/MANAGEABLE";"TREATABLE/MANAGEABLE";"95404(38.44511, -122.708)";6
1;"AUST CATTLE DOG";3;5;"A418810";42;1;"OVER THE COUNTER";"ADOPTION";"SCAS WEB";"HEALTHY";"HEALTHY";"95403(38.4716444, -122.7398255)";0
1;"GERM SHEPHERD";1;3;"A410223";268;1;"FIELD";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95401(38.44366, -122.7246163)";5
2;"DOMESTIC SH";5;6;"A307445";3;1;"COMM CAT";"TRANSFER";"FORGOTTEN";"TREATABLE/REHAB";"TREATABLE/REHAB";"95403(38.4716444, -122.7398255)";10
2;"DOMESTIC SH";4;6;"A399516";1;1;"PHONE";"TRANSFER";"HSSC";"TREATABLE/REHAB";"TREATABLE/REHAB";"95407(38.4127094, -122.7412153)";4
1;"GERM SHEPHERD";4;1;"A414959";0;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_MCHIP";"UNKNOWN";"PENDING";"95404(38.44511, -122.708)";9
1;"GERM SHEPHERD/MIX";3;3;"A406041";30;1;"FIELD";"ADOPTION";"SCAS WEB";"HEALTHY";"HEALTHY";"94402(37.5588, -122.310965)";3
2;"DOMESTIC SH";5;6;"A412712";10;1;"OVER THE COUNTER";"TRANSFER";"FORGOTTEN";"HEALTHY";"HEALTHY";"95403(38.4716444, -122.7398255)";2
2;"DOMESTIC SH";1;6;"A418918";47;1;"FIELD";"ADOPTION";"OTH_MEDIA";"UNKNOWN";"PENDING";"95472(38.4007555, -122.8277055)";1
1;"LABRADOR RETR";3;1;"A343402";8;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_MCHIP";"HEALTHY";"HEALTHY";"95401(38.44366, -122.7246163)";13
2;"DOMESTIC LH";3;2;"A330563";1;2;"FLD_HOSPTL";"RETURN TO OWNER";"FLD_PRVS";"HEALTHY";"HEALTHY";"95405(38.443415, -122.69178)";19
2;"DOMESTIC SH";1;6;"A338001";12;1;"COMM CAT";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95448(38.613965, -122.869825)";7
1;"BORDER COLLIE/MIX";1;2;"A371231";20;2;"FLD_ARREST";"ADOPTION";"SCAS WEB";"HEALTHY";"HEALTHY";"95403(38.4716444, -122.7398255)";6
1;"FOX TERR SMOOTH/MIX";3;2;"A312303";47;6;"VET_HOSP";"ADOPTION";"WALKIN";"TREATABLE/MANAGEABLE";"HEALTHY";"94945(38.1108723, -122.5692109)";12
2;"DOMESTIC SH";2;6;"A419383";14;1;"FIELD";"TRANSFER";"HSSC";"UNKNOWN";"PENDING";"";1
1;"ALASKAN HUSKY/PIT BULL";2;3;"A421435";54;1;"FLD_STRAY";"EUTHANIZE";"BEH SEVERE";"UNKNOWN";"UNTREATABLE";"";3
2;"DOMESTIC LH";1;6;"A422533";26;1;"OVER THE COUNTER";"ADOPTION";"SCAS WEB";"HEALTHY";"HEALTHY";"95472(38.4007555, -122.8277055)";1
1;"GERM SHEPHERD";2;1;"A406581";1;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"UNKNOWN";"PENDING";"95403(38.4716444, -122.7398255)";6
2;"DOMESTIC SH";3;6;"A412702";39;1;"PHONE";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95407(38.4127094, -122.7412153)";2
1;"GERM SHEPHERD";2;1;"A283214";0;1;"VET_HOSP";"RETURN TO OWNER";"FLD_MCHIP";"HEALTHY";"HEALTHY";"95407(38.4127094, -122.7412153)";14
2;"DOMESTIC SH";3;2;"A405478";21;3;"FIELD_OS";"EUTHANIZE";"AGGRESSIVE";"UNTREATABLE";"UNTREATABLE";"";4
1;"GERM SHEPHERD/SIBERIAN HUSKY";2;3;"A364951";0;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_MCHIP";"HEALTHY";"HEALTHY";"95407(38.4127094, -122.7412153)";7
2;"DOMESTIC MH";1;2;"A412022";40;3;"OVER THE COUNTER";"EUTHANIZE";"ILL SEVERE";"UNKNOWN";"UNTREATABLE";"";8
2;"DOMESTIC MH";1;2;"A406878";22;1;"PHONE";"ADOPTION";"SCAS WEB";"HEALTHY";"HEALTHY";"95407(38.4127094, -122.7412153)";4
1;"LHASA APSO";1;2;"A365385";15;1;"FIELD";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95407(38.4127094, -122.7412153)";9
1;"CHINESE SHARPEI/MIX";2;1;"A413693";38;1;"OVER THE COUNTER";"EUTHANIZE";"BEH SEVERE";"UNKNOWN";"UNTREATABLE";"";4
1;"LABRADOR RETR";4;1;"A413832";3;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"UNKNOWN";"PENDING";"95472(38.4007555, -122.8277055)";7
2;"DOMESTIC SH";1;2;"A326449";5;2;"FLD_CRUEL";"RETURN TO OWNER";"OVER THE COUNTER_NOTICE";"HEALTHY";"HEALTHY";"95450(38.5432948, -123.2789977)";13
1;"PUG/BOSTON TERRIER";3;3;"A311457";0;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_PRVS";"HEALTHY";"HEALTHY";"95403(38.4716444, -122.7398255)";11
2;"DOMESTIC SH";3;6;"A347029";14;1;"OVER THE COUNTER";"ADOPTION";"INTERNET";"HEALTHY";"HEALTHY";"95405(38.443415, -122.69178)";8
1;"SCHNAUZER MIN/MIX";2;5;"A414810";9;1;"FIELD";"TRANSFER";"PETSLIFELN";"UNKNOWN";"HEALTHY";"95476(38.288405, -122.464525)";2
1;"RHOD RIDGEBACK/ROTTWEILER";4;3;"A389255";0;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_PRVS";"UNKNOWN";"PENDING";"94951(38.294195, -122.670365)";6
1;"GERM SHEPHERD/WELSH CORGI CAR";3;2;"A404972";3;1;"OVER THE COUNTER";"RETURN TO OWNER";"OVER THE COUNTER_MCHIP";"UNKNOWN";"HEALTHY";"95401(38.44366, -122.7246163)";8
1;"POODLE MIN";2;2;"A400159";31;1;"FIELD";"TRANSFER";"";"UNKNOWN";"TREATABLE/MANAGEABLE";"95035(37.4098951, -121.89306)";9
1;"PIT BULL";1;1;"A283779";12;1;"OVER THE COUNTER";"RETURN TO OWNER";"OVER THE COUNTER_MCHIP";"HEALTHY";"HEALTHY";"95407(38.4127094, -122.7412153)";12
2;"DOMESTIC SH";4;6;"A405567";14;1;"PHONE";"TRANSFER";"HSSC";"UNKNOWN";"TREATABLE/REHAB";"95407(38.4127094, -122.7412153)";3
1;"BOXER";3;3;"A312678";15;3;"OVER THE COUNTER";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95407(38.4127094, -122.7412153)";16
1;"CHIHUAHUA SH";3;4;"A335428";21;3;"OVER THE COUNTER";"ADOPTION";"INTERNET";"HEALTHY";"HEALTHY";"95472(38.4007555, -122.8277055)";15
2;"DOMESTIC SH";5;6;"A400780";0;1;"FIELD";"TRANSFER";"HSSC";"UNKNOWN";"TREATABLE/REHAB";"95407(38.4127094, -122.7412153)";4
1;"AUST CATTLE DOG/MIX";3;3;"A323026";15;1;"OVER THE COUNTER";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95492(38.541355, -122.80026)";10
2;"DOMESTIC SH";3;6;"A390385";3;5;"OVER THE COUNTER";"ADOPTION";"SCAS WEB";"HEALTHY";"HEALTHY";"95492(38.541355, -122.80026)";5
1;"CHIHUAHUA SH/MIX";3;2;"A377962";2;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"HEALTHY";"HEALTHY";"95404(38.44511, -122.708)";7
1;"PARSON RUSS TER/MIX";1;3;"A312509";1;2;"FLD_ARREST";"RETURN TO OWNER";"RETURN TO OWNER";"HEALTHY";"HEALTHY";"95472(38.4007555, -122.8277055)";14
1;"GERM SHEPHERD";1;1;"A304630";9;4;"FIELD_RETURN TO OWNER";"RETURN TO OWNER";"FLD_PRVS";"HEALTHY";"HEALTHY";"95407(38.4127094, -122.7412153)";11
1;"GERM SHEPHERD/AUST CATTLE DOG";4;2;"A410240";58;3;"OVER THE COUNTER";"TRANSFER";"RP SHELTER";"UNKNOWN";"PENDING";"94928(38.3499842, -122.6928413)";3
1;"ROTTWEILER";4;1;"A402735";0;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"UNKNOWN";"PENDING";"95403(38.4716444, -122.7398255)";5
2;"ABYSSINIAN";5;6;"A405592";0;1;"OVER THE COUNTER";"TRANSFER";"PETLUMA PP";"UNKNOWN";"PENDING";"94952(38.237, -122.640695)";3
2;"DOMESTIC MH";3;6;"A322742";48;1;"COMM CAT";"ADOPTION";"REFERRAL";"HEALTHY";"HEALTHY";"94928(38.3499842, -122.6928413)";9
1;"LABRADOR RETR/MIX";3;3;"A418124";3;2;"FLD_ARREST";"RETURN TO OWNER";"OVER THE COUNTER_ARREST";"HEALTHY";"HEALTHY";"95401(38.44366, -122.7246163)";5
2;"DOMESTIC LH";4;2;"A387892";0;1;"FIELD";"EUTHANIZE";"";"UNKNOWN";"DEAD";"95404(38.44511, -122.708)";19
1;"PIT BULL";1;1;"A302098";221;1;"OVER THE COUNTER";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95404(38.44511, -122.708)";13
1;"CATAHOULA";4;1;"A400921";9;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_PRVS";"HEALTHY";"HEALTHY";"95403(38.4716444, -122.7398255)";5
1;"LABRADOR RETR/MIX";1;3;"A417270";32;1;"OVER THE COUNTER";"ADOPTION";"SCAS WEB";"HEALTHY";"HEALTHY";"95462(38.46819, -123.01142)";3
2;"DOMESTIC SH";1;2;"A342385";9;1;"OVER THE COUNTER";"EUTHANIZE";"FELV/FIV";"TREATABLE/MANAGEABLE";"TREATABLE/MANAGEABLE";"";11
2;"DOMESTIC SH";1;6;"A354193";14;1;"OVER THE COUNTER";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95448(38.613965, -122.869825)";6
2;"DOMESTIC MH";1;6;"A390895";49;1;"OVER THE COUNTER";"ADOPTION";"WALKIN";"UNKNOWN";"HEALTHY";"94952(38.237, -122.640695)";5
1;"ROTTWEILER/MIX";3;1;"A390034";0;1;"FIELD";"RETURN TO OWNER";"FLD_IDTAG";"UNKNOWN";"";"95409(38.46382, -122.67058)";8
1;"CHIHUAHUA SH";3;2;"A253428";0;1;"FIELD";"RETURN TO OWNER";"FLD_MCHIP";"UNKNOWN";"";"95407(38.4127094, -122.7412153)";16
2;"DOMESTIC SH";4;6;"A375991";0;1;"OVER THE COUNTER";"TRANSFER";"HSSC";"TREATABLE/REHAB";"TREATABLE/REHAB";"95407(38.4127094, -122.7412153)";6
1;"GERM SHEPHERD";3;1;"A330648";29;1;"OVER THE COUNTER";"ADOPTION";"SCAS WEB";"TREATABLE/MANAGEABLE";"TREATABLE/MANAGEABLE";"95407(38.4127094, -122.7412153)";15
2;"DOMESTIC SH";3;6;"A421322";41;3;"OVER THE COUNTER";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95404(38.44511, -122.708)";1
2;"DOMESTIC SH";3;2;"A400840";115;1;"FIELD";"ADOPTION";"SCAS WEB";"HEALTHY";"HEALTHY";"95446(38.503755, -122.9935)";5
1;"PIT BULL";3;2;"A353278";0;5;"OVER THE COUNTER";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95492(38.541355, -122.80026)";7
1;"LABRADOR RETR/MIX";3;2;"A309288";18;1;"OVER THE COUNTER";"ADOPTION";"WALKIN";"TREATABLE/REHAB";"HEALTHY";"95490(39.40686, -123.354005)";10
1;"PIT BULL";3;1;"A367983";56;5;"OVER THE COUNTER";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95492(38.541355, -122.80026)";7
1;"POODLE MIN/MIX";4;2;"A205914";1;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_MCHIP";"HEALTHY";"HEALTHY";"95407(38.4127094, -122.7412153)";17
1;"ENG COONHOUND/MIX";1;1;"A413247";1;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_PRVS";"UNKNOWN";"PENDING";"95404(38.44511, -122.708)";6
1;"PIT BULL";1;1;"A324931";0;1;"FIELD";"RETURN TO OWNER";"FLD_MCHIP";"HEALTHY";"HEALTHY";"95492(38.541355, -122.80026)";11
1;"PIT BULL";4;3;"A303101";11;4;"FIELD_RETURN TO OWNER";"RETURN TO OWNER";"RETURN TO OWNER";"UNKNOWN";"HEALTHY";"95422(38.9560273, -122.6373628)";13
2;"DOMESTIC SH";2;2;"A418594";4;1;"OVER THE COUNTER";"TRANSFER";"HSSC";"UNKNOWN";"TREATABLE/REHAB";"95407(38.4127094, -122.7412153)";3
1;"BOXER/MIX";3;5;"A419329";33;1;"OVER THE COUNTER";"ADOPTION";"SCAS WEB";"TREATABLE/REHAB";"HEALTHY";"94590(38.10996, -122.25301)";1
2;"DOMESTIC SH";1;2;"A257249";17;3;"OVER THE COUNTER";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95409(38.46382, -122.67058)";14
1;"FRENCH BULLDOG";4;5;"A405133";122;2;"FLD_OWNED";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"UNKNOWN";"PENDING";"95407(38.4127094, -122.7412153)";3
2;"DOMESTIC MH";2;2;"A406085";26;2;"FLD_OWNED";"EUTHANIZE";"ILL SEVERE";"UNKNOWN";"UNTREATABLE";"";21
1;"PARSON RUSS TER/COCKER SPAN";3;2;"A308275";27;1;"OVER THE COUNTER";"TRANSFER";"HSSC";"UNKNOWN";"PENDING";"95407(38.4127094, -122.7412153)";9
1;"AMER BULLDOG";1;1;"A309121";0;1;"FIELD";"RETURN TO OWNER";"FLD_MCHIP";"HEALTHY";"HEALTHY";"94952(38.237, -122.640695)";12
1;"CHIHUAHUA SH";3;2;"A389533";0;1;"OVER THE COUNTER";"RETURN TO OWNER";"OVER THE COUNTER_CALL";"UNKNOWN";"PENDING";"95492(38.541355, -122.80026)";18
1;"POMERANIAN/MIX";1;2;"A407045";0;1;"FIELD";"EUTHANIZE";"ILL SEVERE";"UNTREATABLE";"UNTREATABLE";"94931(38.3260186, -122.706422)";20
2;"DOMESTIC SH";1;2;"A310206";11;1;"COMM CAT";"TRANSFER";"FORGOTTEN";"HEALTHY";"TREATABLE/MANAGEABLE";"95403(38.4716444, -122.7398255)";10
2;"DOMESTIC SH";1;2;"A367698";10;1;"OVER THE COUNTER";"ADOPTION";"WALKIN";"UNKNOWN";"HEALTHY";"95403(38.4716444, -122.7398255)";8
2;"DOMESTIC MH";3;2;"A379783";16;1;"FIELD";"ADOPTION";"SCAS WEB";"HEALTHY";"HEALTHY";"94931(38.3260186, -122.706422)";7
1;"PIT BULL/MIX";1;3;"A303838";0;1;"FIELD";"RETURN TO OWNER";"RETURN TO OWNER_FIELD";"UNKNOWN";"HEALTHY";"95492(38.541355, -122.80026)";12
2;"DOMESTIC SH";3;6;"A323020";30;3;"OVER THE COUNTER";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95492(38.541355, -122.80026)";8
3;"HAVANA/MIX";4;2;"A339857";6;1;"OVER THE COUNTER";"TRANSFER";"SAVEABUNNY";"HEALTHY";"HEALTHY";"94941(37.901575, -122.54157)";13
1;"YORKSHIRE TERR";1;4;"A332384";1;2;"FLD_ARREST";"RETURN TO OWNER";"FLD_PRVS";"HEALTHY";"HEALTHY";"94928(38.3499842, -122.6928413)";11
1;"CHIHUAHUA SH";3;4;"A333417";49;1;"FIELD";"ADOPTION";"REFERRAL";"HEALTHY";"HEALTHY";"95472(38.4007555, -122.8277055)";11
1;"PIT BULL";1;1;"A324240";97;1;"OVER THE COUNTER";"ADOPTION";"WALKIN";"TREATABLE/MANAGEABLE";"HEALTHY";"95457(38.9148457, -122.5952259)";11
2;"DOMESTIC MH";1;6;"A374588";8;1;"OVER THE COUNTER";"ADOPTION";"SCAS WEB";"HEALTHY";"HEALTHY";"95409(38.46382, -122.67058)";6
1;"PARSON RUSS TER/MIX";1;5;"A334050";43;1;"FIELD";"ADOPTION";"REFERRAL";"HEALTHY";"HEALTHY";"94118(37.78136, -122.458215)";8
1;"PIT BULL/MIX";4;3;"A423128";8;2;"FLD_ABAND";"RETURN TO OWNER";"OVER THE COUNTER_CALL";"UNKNOWN";"HEALTHY";"95409(38.46382, -122.67058)";2
2;"DOMESTIC SH";2;2;"A398421";1;1;"OVER THE COUNTER";"TRANSFER";"HSSC";"TREATABLE/REHAB";"TREATABLE/REHAB";"95407(38.4127094, -122.7412153)";4
1;"ROTTWEILER/MIX";4;1;"A343759";33;1;"FIELD";"TRANSFER";"WINE CNTRY";"HEALTHY";"HEALTHY";"94515(38.5818482, -122.5799026)";8
1;"BEAGLE";3;2;"A421042";1;1;"FLD_STRAY";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"UNKNOWN";"PENDING";"94928(38.3499842, -122.6928413)";14
3;"RABBIT LH";3;2;"A386161";40;1;"OVER THE COUNTER";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95490(39.40686, -123.354005)";7
1;"BOXER";4;1;"A328118";1;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_MCHIP";"HEALTHY";"HEALTHY";"95401(38.44366, -122.7246163)";11
1;"SIBERIAN HUSKY";1;1;"A287760";0;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_CALL";"UNKNOWN";"HEALTHY";"95407(38.4127094, -122.7412153)";13
2;"BENGAL/MIX";1;2;"A417795";38;1;"FIELD";"TRANSFER";"DAWG";"HEALTHY";"HEALTHY";"95403(38.4716444, -122.7398255)";2
1;"GERM SHEPHERD";4;1;"A372889";0;1;"OVER THE COUNTER";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"HEALTHY";"HEALTHY";"95492(38.541355, -122.80026)";7
1;"PIT BULL";1;3;"A281031";0;1;"FIELD";"RETURN TO OWNER";"FLD_MCHIP";"TREATABLE/REHAB";"TREATABLE/REHAB";"95404(38.44511, -122.708)";25
2;"DOMESTIC MH";1;6;"A311178";17;1;"COMM CAT";"ADOPTION";"DEBBIE BTQ";"HEALTHY";"HEALTHY";"95492(38.541355, -122.80026)";10
2;"DOMESTIC SH";1;6;"A375132";22;1;"OVER THE COUNTER";"ADOPTION";"WALKIN";"TREATABLE/REHAB";"TREATABLE/REHAB";"95448(38.613965, -122.869825)";6
2;"DOMESTIC SH";3;6;"A390289";12;3;"OVER THE COUNTER";"RETURN TO OWNER";"OVER THE COUNTER_WALKIN";"HEALTHY";"HEALTHY";"95407(38.4127094, -122.7412153)";5
2;"DOMESTIC SH";3;2;"A321057";8;3;"OVER THE COUNTER";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"94945(38.1108723, -122.5692109)";11
2;"DOMESTIC MH";1;6;"A374791";18;3;"OVER THE COUNTER";"ADOPTION";"WALKIN";"UNKNOWN";"HEALTHY";"95492(38.541355, -122.80026)";6
1;"LABRADOR RETR";1;1;"A256530";0;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_PRVS";"HEALTHY";"HEALTHY";"95376(37.7397, -121.42962)";14
1;"LABRADOR RETR/MIX";1;1;"A341787";42;1;"VET_HOSP";"EUTHANIZE";"ILL SEVERE";"TREATABLE/MANAGEABLE";"TREATABLE/MANAGEABLE";"";19
1;"SIBERIAN HUSKY";4;1;"A312358";6;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_PRVS";"HEALTHY";"HEALTHY";"95446(38.503755, -122.9935)";24
1;"PIT BULL";2;2;"A384593";42;1;"FIELD";"TRANSFER";"HSSC";"HEALTHY";"TREATABLE/REHAB";"95407(38.4127094, -122.7412153)";6
1;"CHIHUAHUA SH/MIX";1;2;"A397853";0;1;"FIELD";"RETURN TO OWNER";"FLD_IDTAG";"UNKNOWN";"PENDING";"95403(38.4716444, -122.7398255)";18
1;"GERM SHEPHERD";1;1;"A338628";0;1;"FIELD";"RETURN TO OWNER";"FLD_MCHIP";"HEALTHY";"HEALTHY";"95401(38.44366, -122.7246163)";9
3;"LOP-ENGLISH/MIX";1;2;"A340808";39;1;"OVER THE COUNTER";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95404(38.44511, -122.708)";10
1;"BASENJI/MIX";4;2;"A379977";1;2;"FLD_ARREST";"RETURN TO OWNER";"OVER THE COUNTER_ARREST";"UNKNOWN";"PENDING";"95407(38.4127094, -122.7412153)";11
1;"PIT BULL";3;3;"A333382";2;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"HEALTHY";"HEALTHY";"95441(38.70854, -122.90737)";10
1;"PARSON RUSS TER/MIX";3;2;"A364015";19;1;"FIELD";"ADOPTION";"SCAS WEB";"HEALTHY";"HEALTHY";"95403(38.4716444, -122.7398255)";7
1;"PIT BULL/MIX";3;3;"A327324";15;1;"FIELD";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95405(38.443415, -122.69178)";12
1;"PIT BULL/MIX";2;3;"A409543";54;1;"FIELD";"EUTHANIZE";"AGGRESSIVE";"UNKNOWN";"UNTREATABLE";"";8
1;"PIT BULL";1;1;"A409296";70;1;"FIELD";"TRANSFER";"HSTT";"HEALTHY";"HEALTHY";"96161(39.32157, -120.16881)";3
2;"DOMESTIC SH";4;6;"A415870";0;1;"BORN_HERE";"EUTHANIZE";"INJ SEVERE";"UNTREATABLE";"UNTREATABLE";"";1
2;"DOMESTIC SH";3;2;"A420226";35;3;"OVER THE COUNTER";"ADOPTION";"WALKIN";"UNKNOWN";"HEALTHY";"95403(38.4716444, -122.7398255)";3
2;"DOMESTIC SH";1;2;"A254054";7;3;"OVER THE COUNTER";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95401(38.44366, -122.7246163)";14
2;"DOMESTIC SH";4;6;"A388837";0;1;"OVER THE COUNTER";"TRANSFER";"FORGOTTEN";"TREATABLE/REHAB";"TREATABLE/REHAB";"95403(38.4716444, -122.7398255)";5
2;"DOMESTIC MH";1;3;"A414223";37;1;"FIELD";"ADOPTION";"WALKIN";"TREATABLE/REHAB";"TREATABLE/REHAB";"95492(38.541355, -122.80026)";3
2;"DOMESTIC SH";4;6;"A405098";13;1;"PHONE";"EUTHANIZE";"ILL SEVERE";"UNTREATABLE";"UNTREATABLE";"";3
1;"ALASKAN HUSKY/GERM SHEPHERD";4;1;"A368089";0;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_NOTICE";"HEALTHY";"HEALTHY";"95407(38.4127094, -122.7412153)";8
2;"SIAMESE";3;2;"A322373";7;3;"OVER THE COUNTER";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95404(38.44511, -122.708)";11
2;"DOMESTIC SH";5;6;"A352304";0;1;"OVER THE COUNTER";"EUTHANIZE";"ILL SEVERE";"UNTREATABLE";"UNTREATABLE";"";6
2;"DOMESTIC SH";2;2;"A391940";3;1;"OVER THE COUNTER";"TRANSFER";"HSSC";"UNKNOWN";"TREATABLE/REHAB";"95407(38.4127094, -122.7412153)";7
1;"GREAT DANE/MIX";2;2;"A408670";18;1;"FIELD";"TRANSFER";"HSSC";"UNKNOWN";"HEALTHY";"95407(38.4127094, -122.7412153)";3
2;"DOMESTIC SH";4;6;"A318153";1;1;"OVER THE COUNTER";"EUTHANIZE";"ILL SEVERE";"UNTREATABLE";"UNTREATABLE";"";9
1;"GERM SHEPHERD/BELG MALINOIS";3;1;"A393604";10;4;"FIELD_RETURN TO OWNER";"RETURN TO OWNER";"OVER THE COUNTER_LETTER";"UNKNOWN";"PENDING";"95404(38.44511, -122.708)";7
2;"DOMESTIC SH";1;2;"A326037";26;3;"OVER THE COUNTER";"EUTHANIZE";"BEH SEVERE";"TREATABLE/REHAB";"UNTREATABLE";"";15
2;"DOMESTIC SH";1;2;"A331958";27;1;"FIELD";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95403(38.4716444, -122.7398255)";9
2;"DOMESTIC SH";1;2;"A422121";31;1;"OVER THE COUNTER";"ADOPTION";"SCAS WEB";"HEALTHY";"HEALTHY";"95404(38.44511, -122.708)";2
1;"YORKSHIRE TERR";1;2;"A372268";35;1;"FIELD";"TRANSFER";"DOGWOOD";"HEALTHY";"HEALTHY";"95403(38.4716444, -122.7398255)";11
3;"SHETLAND";2;2;"A347037";30;2;"FLD_CRUEL";"TRANSFER";"CHANGE PRG";"TREATABLE/REHAB";"TREATABLE/REHAB";"95401(38.44366, -122.7246163)";12
1;"MALTESE/MIX";1;2;"A317857";17;1;"FIELD";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95401(38.44366, -122.7246163)";13
2;"DOMESTIC SH";3;6;"A370793";37;1;"OVER THE COUNTER";"ADOPTION";"REFERRAL-O";"TREATABLE/REHAB";"HEALTHY";"95404(38.44511, -122.708)";6
1;"AUST CATTLE DOG";2;3;"A347326";0;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_WALKIN";"TREATABLE/REHAB";"HEALTHY";"";9
1;"PIT BULL";1;1;"A305655";0;1;"FIELD";"RETURN TO OWNER";"RETURN TO OWNER_FIELD";"HEALTHY";"HEALTHY";"95404(38.44511, -122.708)";10
1;"SHIH TZU";1;2;"A281951";0;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"HEALTHY";"HEALTHY";"95403(38.4716444, -122.7398255)";12
1;"PIT BULL/MIX";3;3;"A360902";20;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_MCHIP";"UNKNOWN";"HEALTHY";"95409(38.46382, -122.67058)";9
1;"PIT BULL";1;3;"A379774";5;2;"FLD_HOSPTL";"RETURN TO OWNER";"OVER THE COUNTER_PRVS";"UNKNOWN";"PENDING";"95403(38.4716444, -122.7398255)";9
1;"PIT BULL";3;3;"A408092";25;2;"FLD_ARREST";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"HEALTHY";"HEALTHY";"94541(37.67412, -122.08552)";7
1;"SHIH TZU/MIX";1;2;"A302609";16;1;"FIELD";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95405(38.443415, -122.69178)";13
2;"DOMESTIC MH";4;6;"A419310";14;1;"OVER THE COUNTER";"TRANSFER";"PETLUMA PP";"TREATABLE/REHAB";"TREATABLE/REHAB";"94952(38.237, -122.640695)";1
2;"DOMESTIC MH";1;2;"A400269";10;3;"OVER THE COUNTER";"ADOPTION";"WESTFARM";"UNKNOWN";"PENDING";"95492(38.541355, -122.80026)";4
1;"CHIHUAHUA SH";2;2;"A395197";2;1;"VET_HOSP";"RETURN TO OWNER";"OVER THE COUNTER_WALKIN";"UNKNOWN";"HEALTHY";"95405(38.443415, -122.69178)";8
2;"DOMESTIC MH";3;2;"A385912";19;1;"OVER THE COUNTER";"TRANSFER";"FORGOTTEN";"HEALTHY";"";"95403(38.4716444, -122.7398255)";9
2;"DOMESTIC LH";2;6;"A413245";0;1;"FIELD";"EUTHANIZE";"INJ SEVERE";"UNTREATABLE";"UNTREATABLE";"";2
2;"DOMESTIC SH";1;6;"A405744";24;1;"FIELD";"ADOPTION";"REFERRAL-F";"UNKNOWN";"TREATABLE/MANAGEABLE";"95448(38.613965, -122.869825)";2
